Date,Open,High,Low,Close,Adj Close,Volume
2015-01-02,104.239998,104.720001,102.519997,103.599998,103.599998,12303400
2015-01-05,102.760002,103.019997,99.900002,101.000000,101.000000,18337000
2015-01-06,101.250000,103.849998,100.110001,103.320000,103.320000,15720400
2015-01-07,104.589996,104.739998,102.029999,102.129997,102.129997,11052200
2015-01-08,102.949997,105.339996,102.680000,105.029999,105.029999,12942100
2015-01-09,105.239998,105.300003,102.889999,103.019997,103.019997,10222200
2015-01-12,103.199997,103.360001,101.209999,101.620003,101.620003,7997200
2015-01-13,102.589996,102.849998,100.010002,100.769997,100.769997,11294400
2015-01-14,99.279999,100.180000,98.059998,99.580002,99.580002,17765700
2015-01-15,99.669998,100.139999,96.019997,96.309998,96.309998,18260100
2015-01-16,96.089996,97.800003,95.519997,96.889999,96.889999,13327900
2015-01-20,98.300003,100.209999,97.589996,100.040001,100.040001,12105600
2015-01-21,100.750000,103.860001,100.320000,103.290001,103.290001,15186900
2015-01-22,104.599998,104.919998,103.099998,104.000000,104.000000,11433000
2015-01-23,104.019997,105.199997,103.019997,103.110001,103.110001,9873800
2015-01-26,104.400002,105.129997,103.330002,103.989998,103.989998,10664900
2015-01-27,102.889999,103.570000,100.580002,102.940002,102.940002,15659900
2015-01-28,100.300003,101.489998,97.790001,98.449997,98.449997,42144700
2015-01-29,90.529999,90.739998,87.360001,89.809998,89.809998,76561400
2015-01-30,89.599998,92.000000,88.110001,89.080002,89.080002,36806900
2015-02-02,91.129997,91.660004,88.610001,90.129997,90.129997,18865300
2015-02-03,91.650002,91.650002,89.900002,90.610001,90.610001,13512300
2015-02-04,90.989998,91.879997,89.480003,90.000000,90.000000,14643600
2015-02-05,89.580002,89.839996,86.099998,87.000000,87.000000,28926200
2015-02-06,87.110001,87.400002,85.419998,85.680000,85.680000,17632100
2015-02-09,85.830002,86.750000,85.470001,86.000000,86.000000,12109500
2015-02-10,87.010002,87.470001,86.519997,87.260002,87.260002,12043300
2015-02-11,87.580002,87.699997,85.820000,86.000000,86.000000,12391900
2015-02-12,85.599998,88.300003,85.550003,87.099998,87.099998,15177800
2015-02-13,88.199997,89.300003,87.650002,89.050003,89.050003,14665200
2015-02-17,88.779999,88.989998,86.699997,86.849998,86.849998,15191700
2015-02-18,87.099998,87.430000,86.500000,86.739998,86.739998,7422300
2015-02-19,86.809998,87.870003,86.709999,86.889999,86.889999,7604100
2015-02-20,87.250000,87.290001,86.379997,86.639999,86.639999,7821700
2015-02-23,86.510002,86.680000,85.250000,85.470001,85.470001,9367900
2015-02-24,85.529999,85.529999,83.879997,84.690002,84.690002,15846400
2015-02-25,84.379997,86.830002,84.360001,86.190002,86.190002,13645700
2015-02-26,86.919998,87.160004,85.199997,85.370003,85.370003,8763300
2015-02-27,85.949997,86.559998,85.000000,85.120003,85.120003,8377200
2015-03-02,85.000000,85.019997,83.750000,84.000000,84.000000,11213400
2015-03-03,82.949997,83.250000,80.029999,81.580002,81.580002,39246100
2015-03-04,80.269997,85.825996,80.169998,85.489998,85.489998,36607200
2015-03-05,85.750000,86.269997,84.010002,86.099998,86.099998,18514800
2015-03-06,85.739998,86.000000,84.050003,84.400002,84.400002,10673700
2015-03-09,84.349998,84.349998,81.480003,82.529999,82.529999,17616500
2015-03-10,81.089996,83.150002,80.650002,82.970001,82.970001,13817000
2015-03-11,83.000000,83.379997,81.190002,81.989998,81.989998,12768700
2015-03-12,82.099998,82.900002,81.529999,81.919998,81.919998,11232000
2015-03-13,81.800003,81.919998,80.769997,81.860001,81.860001,12663300
2015-03-16,82.010002,85.199997,81.940002,84.000000,84.000000,16905700
2015-03-17,84.010002,85.099998,83.510002,84.500000,84.500000,17639000
2015-03-18,83.870003,85.949997,83.300003,84.589996,84.589996,35663000
2015-03-19,85.110001,87.040001,85.000000,85.739998,85.739998,30454700
2015-03-20,86.330002,86.800003,85.089996,85.199997,85.199997,21181500
2015-03-23,85.250000,85.529999,84.209999,84.250000,84.250000,11184000
2015-03-24,84.349998,84.500000,82.389999,83.629997,83.629997,14545100
2015-03-25,83.940002,84.480003,82.669998,83.750000,83.750000,13507200
2015-03-26,83.199997,84.995003,82.959999,84.169998,84.169998,12208000
2015-03-27,84.779999,85.150002,83.339996,84.580002,84.580002,9703800
2015-03-30,85.029999,85.150002,83.750000,83.900002,83.900002,10020500
2015-03-31,83.639999,84.449997,83.199997,83.239998,83.239998,11812900
2015-04-01,83.370003,83.720001,82.180000,82.360001,82.360001,14896400
2015-04-02,82.879997,83.000000,81.250000,82.279999,82.279999,19868200
2015-04-06,82.050003,82.589996,81.613998,81.820000,81.820000,12810500
2015-04-07,81.940002,82.949997,81.879997,82.209999,82.209999,9443000
2015-04-08,83.300003,85.540001,83.066002,85.389999,85.389999,26161500
2015-04-09,87.029999,87.690002,85.199997,86.139999,86.139999,27800400
2015-04-10,86.680000,86.690002,84.150002,84.580002,84.580002,18300300
2015-04-13,85.160004,85.709999,83.820000,84.279999,84.279999,15797100
2015-04-14,84.629997,85.129997,83.529999,85.000000,85.000000,11819000
2015-04-15,85.080002,85.360001,84.160004,84.669998,84.669998,12225800
2015-04-16,85.150002,85.400002,83.889999,84.059998,84.059998,12048600
2015-04-17,83.080002,83.250000,81.610001,81.900002,81.900002,22791800
2015-04-20,82.250000,82.690002,81.519997,82.199997,82.199997,13471000
2015-04-21,82.860001,82.919998,82.139999,82.419998,82.419998,10056000
2015-04-22,82.779999,82.839996,81.519997,82.050003,82.050003,13316900
